Constituency_No,Constituency_Name,Candidate_Name,Political_Party,Votes_Polled,Year,Province,Sex
NA-36,TribalArea-I,Major ® Rooman Khan,Independent,170,2002,FATA
NA-37,TribalArea-II,Mr.Alif Gul Jaji,Independent,22,2002,FATA
NA-37,TribalArea-II,Dr. Sayed Javaid Hussain Mian,Independent,21053,2002,FATA
NA-37,TribalArea-II,Dr. Syed Riaz Hussain,Independent,27,2002,FATA
NA-37,TribalArea-II,Dr Abdul Janan,Independent,3,2002,FATA
NA-37,TribalArea-II,Sayed Altaf Hussain,Independent,2,2002,FATA
NA-37,TribalArea-II,Sayed Muhammad,Independent,38,2002,FATA
NA-37,TribalArea-II,Sayed Muhammad Jawad (Jawad Agha),Independent,8602,2002,FATA
NA-37,TribalArea-II,Sayed Wali Sayed Mian,Independent,5653,2002,FATA
NA-37,TribalArea-II,Mr.Eid Nazar Mangal,Independent,5858,2002,FATA
NA-37,TribalArea-II,Mr.Muhammad Asgher,Independent,32,2002,FATA
NA-37,TribalArea-II,Mr.Muslim Khan,Independent,5,2002,FATA
NA-37,TribalArea-II,Mir Zaman Bangash,Independent,6,2002,FATA
NA-37,TribalArea-II,Mr.Nasir Hussain,Independent,6,2002,FATA
NA-37,TribalArea-II,Mr.Naveed Ahmad Khan,Independent,14,2002,FATA
NA-38,TribalArea-III,Engineer Toor Gul Chamkani,Independent,7,2002,FATA
NA-38,TribalArea-III,Engineer Rashid Ahmad Khan Chamkani,Independent,61,2002,FATA
NA-38,TribalArea-III,Haji Daulat Khan Chamkani,Independent,45,2002,FATA
NA-38,TribalArea-III,Haji Suhbat Khan Orakzai,Independent,12,2002,FATA
NA-38,TribalArea-III,Haji Fazli Maula Massozai,Independent,1797,2002,FATA
NA-38,TribalArea-III,Dr. Abdul Janan,Independent,7,2002,FATA
NA-38,TribalArea-III,Dr. Gul Manan,Independent,3427,2002,FATA
NA-38,TribalArea-III,Mr.Zar Bat Khan,Independent,39,2002,FATA
NA-38,TribalArea-III,Mr.Salah-ud-din,Independent,2064,2002,FATA
NA-38,TribalArea-III,Mr.Abdul Qadir Khan,Independent,34,2002,FATA
NA-38,TribalArea-III,Mr.Abdul Wali Khan,Independent,17,2002,FATA
NA-38,TribalArea-III,Mr.Fakhar Zaman Khan,Independent,68,2002,FATA
NA-38,TribalArea-III,Mr.Muhammad Nawaz ,Independent,28,2002,FATA
NA-38,TribalArea-III,Mr.Muhammad Yaqoob,Independent,749,2002,FATA
NA-38,TribalArea-III,Malik Muhammad Naseer Khan Orakzai,Independent,23,2002,FATA
NA-38,TribalArea-III,Mr.Munir Khan Orakzai,Independent,6619,2002,FATA
NA-38,TribalArea-III,Maulana Ainuddin Shakir,Independent,1033,2002,FATA
NA-38,TribalArea-III,Mr.Naveed Ahmad Khan,Independent,16,2002,FATA
NA-39,TribalArea-IV,Engineer Naveed Yousaf Orakzai,Independent,102,2002,FATA
NA-39,TribalArea-IV,Dr. Sayed Ghazi Gulab Jamal,Independent,11186,2002,FATA
NA-39,TribalArea-IV,Mr.Sohrab Ali ,Independent,6255,2002,FATA
NA-39,TribalArea-IV,Syed Gul Hussain Orakzai Advocate,Independent,1097,2002,FATA
NA-39,TribalArea-IV,Mr.Saifullah Khan Orakzai,Independent,20,2002,FATA
NA-39,TribalArea-IV,Mr.Fida Hussain ,Independent,39,2002,FATA
NA-39,TribalArea-IV,Mr.Muhammad Jan Orakzai,Independent,1471,2002,FATA
NA-39,TribalArea-IV,Mian Hussain Jalali,Independent,8006,2002,FATA
NA-40,TribalArea-V,Mr.Amir Nawaz Khan,Independent,6,2002,FATA
NA-40,TribalArea-V,Engineer Abdul Qayyum,Independent,2547,2002,FATA
NA-40,TribalArea-V,Mr.Jahanzeb Khan,Independent,13,2002,FATA
NA-40,TribalArea-V,Haji Wresham Jan,Independent,87,2002,FATA
NA-40,TribalArea-V,Mr.Hussain Ahmad Sadiq,Independent,143,2002,FATA
NA-40,TribalArea-V,Dr. Bashir Ahmad,Independent,467,2002,FATA
NA-40,TribalArea-V,Dr. Azimullah Khan,Independent,537,2002,FATA
NA-40,TribalArea-V,Dr. Gul Alam Khan Wazir,Independent,1306,2002,FATA
NA-40,TribalArea-V,Dr. Madad Khan,Independent,35,2002,FATA
NA-40,TribalArea-V,Mr.Zar Mali Khan,Independent,322,2002,FATA
NA-40,TribalArea-V,Mr.Raza-u-Din,Independent,594,2002,FATA
NA-40,TribalArea-V,Sardar Mohammad Khan,Independent,72,2002,FATA
NA-40,TribalArea-V,Syed Ghawas Khan,Independent,395,2002,FATA
NA-40,TribalArea-V,Mr.Abdur Rehman,Independent,15,2002,FATA
NA-40,TribalArea-V,Mr.Abdul Alim Mohammad (Alim),Independent,17,2002,FATA
NA-40,TribalArea-V,Mr.Alamgir Khan Wazir,Independent,46,2002,FATA
NA-40,TribalArea-V,Malik Mohammad Ajmal Khan,Independent,5464,2002,FATA
NA-40,TribalArea-V,Mr.Mohammad Niaz Khan,Independent,680,2002,FATA
NA-40,TribalArea-V,Malik Muhammad Afzal Khan Daurhamzoni,Independent,145,2002,FATA
NA-40,TribalArea-V,Malik Aziz ur Rehman,Independent,11,2002,FATA
NA-40,TribalArea-V,Molvi Nek Zaman,Independent,14773,2002,FATA
NA-40,TribalArea-V,Mr. Laiq Zaman,Independent,398,2002,FATA
NA-40,TribalArea-V,Mr.Nisar Ali Khan,Independent,527,2002,FATA
NA-41,TribalArea-VI,Mr.Atlas Khan,Indepndent,14,2002,FATA
NA-41,TribalArea-VI,Mr.Allah Noor,Indepndent,188,2002,FATA
NA-41,TribalArea-VI,Mr.Aamanullah,Indepndent,3,2002,FATA
NA-41,TribalArea-VI,Mr.Jalal Khan ,Indepndent,136,2002,FATA
